# id	left	top	right	bottom	texture_id
[SPRITES]
#####  BIG ###############
#IDLE
11121	246	153	260	181	0
11111	186	153	200	181	0

#WALKING RIGHT
11222	275	153	291	181	0
11223	304	153	322	181	0

#WALKING LEFT
11212	155	153	171	181	0
11213	125	153	141	181	0

#RUNNING RIGHT
11321	334	153	356	181	0
11322	362	153	383	181	0
11323	392	153	414	181	0

#RUNNING LEFT
11311	91	153	113	181	0
11312	65	153	87	181	0
11313	34	153	56	181	0

#JUMP WALK RIGHT
11417	395	274	413	302	0
11413	35	274	53	302	0

#JUMP RUN RIGHT & LEFT
11427	394	194	414	222	0
11423	35	194	53	222	0

#SIT RIGHT & LEFT 
11521	426	238	442	256	0
11511	5	238	21	256	0

#BRACE RIGHT & LEFT 
11621	425	153	441	181	0
11611	5	153	23	181	0

#DIE
13001	215	119	234	137	0

############ SMALL ################
 #IDLE
12121	247	0	261	16	0
12111	187	0	201	16	0

#WALK RIGHT
12222	275	0	293	16	0
12223	306	0	322	16	0

#WALK LEFT
12212	155	0	171	16	0
12213	125	0	141	16	0

#RUN RIGHT
12321	275	0	291	16	0
12322	306	0	322	16	0
12323	335	0	351	16	0

#RUN LEFT
12311	155	0	171	16	0
12312	125	0	141	16	0
12313	95	0	111	16	0

#BRACE RIGHT & LEFT
12511	6	0	20	16	0
12521	426	0	440	16	0

#JUMP WALK RIGHT & LEFT 
12413	35	80	51	96	0
12417	395	80	411	96	0

#JUMP RUN RIGHT & LEFT 
12423	65	40	81	56	0
12427	365	40	381	56	0


########## RACOON ##############
#IDLE
14121	212	443	234	471	1
14111	173	443	195	471	1

#WALKING RIGHT
14222	262	443	286	471	1
14223	291	443	315	471	1

#WALKING LEFT
14212	122	443	146	471	1
14213	92	443	116	471	1

#RUNNING RIGHT
14321	211	523	235	551	1
14322	251	523	275	551	1
14323	291	523	315	551	1

#RUNNING LEFT
14311	171	523	195	551	1
14312	131	523	155	551	1
14313	91	523	115	551	1

#JUMP WALK
14417	331	443	355	471	1
14413	52	443	76	471	1

#JUMP RUN RIGHT & LEFT
14427	371	603	397	631	1
14423	11	603	37	631	1


#SIT RIGHT & LEFT 
14521	372	448	394	466	1
14511	12	448	34	466	1

#BRACE RIGHT & LEFT 
14621	215	482	231	512	1
14611	175	482	191	512	1
# FALLING
14817	211	603	235	631	1
14813	172	603	196	631	1

14818	252	603	274	631	1
14814	132	603	154	631	1
# FALLING JUMP RUN
14827	331	603	355	631	1
14823	51	603	75	631	1

# ATTACKING LEFT & RIGHT
14911	355	483	371	511	1
14912	236	443	258	471	1

14921	390	483	406	511	1
14922	147	443	169	471	1

# KICK KOOPAS LEFT & RIGHT
14721	247	483	269	511	1
14711	137	483	159	511	1

# FLYING RIGHT & LEFT
14857	291	603	313	631	1
14853	91	603	113	631	1




# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
400	11121	100
401	11111	100

#WALKING RIGHT & LEFT 
500	11121	100	11222	100	11223	100
501	11111	100	11212	100	11213	100

#RUNNING RIGHT & LEFT
600	11321	50	11322	50	11323	50
601	11311	50	11312	50	11313	50

#JUMP WALK
700	11417	100
701	11413	100

#JUMP RUN
800	11427	100
801	11423	100

#SIT RIGHT & LEFT 
900	11521	100
901	11511	100

#BRACE RIGHT & LEFT 
1000	11621	100
1001	11611	100

#DIE
999	13001	100

################### SMALL #################
1100	12121	100
1102	12111	100


#WALK LEFT & RIGHT 
1200	12121	100	12222	100	12223	100
1201	12111	100	12212	100	12213	100

#RUN LEFT & RIGHT
1300	12321	100	12322	100	12323	100
1301	12311	100	12312	100	12313	100

#BRACE LEFT & RIGHT
1401	12511	100
1400	12521	100

#JUMP WALK
1500	12417	100
1501	12413	100

#JUMP RUN 
1601	12423	100
1600	12427	100

########### RACOON ###############
1800	14121	100
1801	14111	100

#WALKING RIGHT & LEFT 
1802	14121	100	14222	100	14223	100
1803	14111	100	14212	100	14213	100

#RUNNING RIGHT & LEFT
1804	14321	50	14322	50	14323	50
1805	14311	50	14312	50	14313	50

#JUMP WALK
1806	14417	100
1807	14413	100

#JUMP RUN
1808	14427	100
1809	14423	100

#SIT RIGHT & LEFT 
1810	14521	100
1811	14511	100

#BRACE RIGHT & LEFT 
1812	14621	100
1813	14611	100

#FALLING
1814	14817	100
1815	14813	100

1816	14827	100
1817	14823	100

1818	14817	50	14223	50	14818	50
1819	14813	50	14213	50	14814	50

1820	14911	60	14922	60	14921	60	14121	60
1821	14911	60	14912	60	14921	60	14111	60

1822	14721	100
1823	14711	100

1824	14427	50	14827	50	14857	50
1825	14423	50	14823	50	14853	50
